"satisfaction","customer_type","age","travel_type","cabin_class","flight_distance","seat_comfort","time_convenient","food_drink","gate_location","wifi","entertainment","online_support","ease_booking","onboard_service","legroom","baggage","checkin","cleanliness","online_boarding","dep_delay","arr_delay","row_id","arr_delay_res","midfly_delay","log_mid_delay","log_dep_delay"
"dissatisfied","Loyal Customer",30,"Business travel","Business",3346,3,2,2,2,3,3,3,3,3,4,3,3,3,3,26,28,84111,1.79245860955288,2,1.09861228866811,3.29583686600433
"dissatisfied","Loyal Customer",52,"Business travel","Eco",2221,3,1,2,2,3,3,3,3,3,5,4,4,3,3,14,11,84336,-3.46135194885769,-3,-1.38629436111989,2.70805020110221
"dissatisfied","Loyal Customer",20,"Business travel","Business",2623,3,5,5,5,3,3,3,3,3,3,4,2,3,3,65,56,84373,-8.38265707561278,-9,-2.30258509299405,4.18965474202643
"dissatisfied","Loyal Customer",59,"Business travel","Business",1609,3,4,4,4,3,3,3,3,3,3,3,3,3,1,0,72,84519,71.2425357329966,72,4.29045944114839,0
"dissatisfied","Loyal Customer",48,"Business travel","Eco",721,3,1,1,1,1,4,4,3,3,3,3,1,3,2,37,12,84621,-24.9748817119041,-25,-3.25809653802148,3.63758615972639
"dissatisfied","Loyal Customer",48,"Business travel","Business",828,3,3,1,3,5,4,4,3,3,3,3,3,3,3,0,41,84653,40.2425357329967,41,3.73766961828337,0
"satisfied","Loyal Customer",48,"Business travel","Eco",722,3,2,2,2,4,2,4,3,3,3,3,2,3,3,0,0,84685,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",43,"Business travel","Business",544,3,3,3,3,5,4,5,3,3,3,3,4,3,3,11,0,85208,-11.5248045884603,-11,-2.484906649788,2.484906649788
"satisfied","Loyal Customer",60,"Business travel","Business",3528,2,2,2,2,5,5,5,3,3,3,3,4,3,3,55,72,85241,17.4058341257117,17,2.89037175789616,4.02535169073515
"dissatisfied","Loyal Customer",36,"Business travel","Business",3160,3,4,4,4,2,3,4,3,3,3,3,4,3,1,0,0,85252,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",26,"Business travel","Business",3775,3,1,5,1,3,3,3,3,2,3,4,4,3,3,0,15,85254,14.2425357329967,15,2.77258872223978,0
"dissatisfied","Loyal Customer",38,"Business travel","Business",3821,3,3,5,3,5,4,4,3,3,3,3,2,3,1,25,19,85255,-6.22869227031467,-6,-1.94591014905531,3.25809653802148
"dissatisfied","Loyal Customer",28,"Business travel","Business",1578,3,5,5,5,3,3,3,3,1,3,4,2,3,3,0,1,85694,0.242535732996651,1,0.693147180559945,0
"dissatisfied","Loyal Customer",47,"Business travel","Business",387,3,3,3,3,5,3,3,3,3,3,3,4,3,3,32,21,85729,-11.0806361112418,-11,-2.484906649788,3.49650756146648
"dissatisfied","Loyal Customer",31,"Business travel","Eco",3546,3,1,1,1,3,3,3,3,4,3,4,4,4,3,0,0,85793,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",38,"Business travel","Business",454,2,5,2,2,2,2,1,3,3,3,3,5,3,2,0,0,86234,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",4012,5,5,2,5,4,5,4,3,3,3,3,5,3,4,35,30,86243,-5.0171834716392,-5,-1.79175946922805,3.58351893845611
"dissatisfied","Loyal Customer",17,"Business travel","Business",3566,4,1,1,1,3,3,4,3,4,3,4,4,3,3,0,0,86354,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",57,"Business travel","Eco",72,3,5,5,5,3,2,3,4,4,3,4,1,4,1,0,4,86446,3.24253573299665,4,1.6094379124341,0
"satisfied","Loyal Customer",56,"Business travel","Business",961,1,1,1,1,2,5,5,4,4,3,4,4,4,3,0,0,86461,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",43,"Business travel","Eco Plus",954,3,4,4,4,3,2,2,4,4,3,4,4,4,2,12,1,86484,-11.5036537085928,-11,-2.484906649788,2.56494935746154
"satisfied","Loyal Customer",47,"Business travel","Business",448,5,5,5,5,4,5,5,4,4,3,4,3,4,4,31,12,86674,-19.1017869911094,-19,-2.99573227355399,3.46573590279973
"dissatisfied","Loyal Customer",32,"Business travel","Eco",2126,4,3,4,3,4,3,4,4,2,3,4,2,3,4,0,0,86717,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",40,"Business travel","Business",305,4,3,3,3,1,3,3,4,4,3,4,3,4,2,31,22,86738,-9.10178699110938,-9,-2.30258509299405,3.46573590279973
"dissatisfied","Loyal Customer",30,"Business travel","Business",1957,4,1,3,3,4,3,4,4,2,4,3,1,4,4,102,95,86872,-5.60007452051353,-7,-2.07944154167984,4.63472898822964
"dissatisfied","Loyal Customer",23,"Business travel","Business",3688,1,4,2,2,4,4,1,4,2,5,3,1,3,4,112,107,87020,-3.38856572183805,-5,-1.79175946922805,4.72738781871234
"satisfied","Loyal Customer",59,"Business travel","Business",3377,3,3,2,3,4,5,5,3,3,4,3,5,3,4,83,76,87224,-6.00194123799693,-7,-2.07944154167984,4.43081679884331
"satisfied","Loyal Customer",42,"Business travel","Eco",1523,4,4,4,4,3,4,3,3,5,3,2,4,4,3,4,3,87287,-1.67286074753316,-1,-0.693147180559945,1.6094379124341
"satisfied","Loyal Customer",42,"Business travel","Business",1728,3,3,3,3,4,4,4,3,3,4,3,5,3,3,0,0,87411,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Business",1057,2,2,2,2,3,5,5,3,3,4,3,4,3,3,1,10,87473,8.2636866128642,9,2.30258509299405,0.693147180559945
"satisfied","Loyal Customer",44,"Business travel","Business",1565,1,1,1,1,2,4,5,3,3,4,3,4,3,4,12,9,87531,-3.50365370859278,-3,-1.38629436111989,2.56494935746154
"satisfied","Loyal Customer",52,"Business travel","Business",674,5,5,5,5,2,4,5,3,3,4,3,3,3,5,0,0,87559,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",56,"Business travel","Eco Plus",2712,4,4,4,4,4,3,3,3,3,3,3,3,4,3,161,147,87768,-11.3521726083282,-14,-2.70805020110221,5.08759633523238
"satisfied","Loyal Customer",41,"Business travel","Eco",1214,4,3,3,3,3,4,3,3,3,4,1,2,3,3,0,3,87999,2.24253573299665,3,1.38629436111989,0
"satisfied","Loyal Customer",61,"Business travel","Business",3024,3,3,5,3,2,5,5,3,3,4,3,3,3,5,0,0,88473,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",62,"Business travel","Business",121,1,1,1,1,4,5,5,4,4,4,3,1,4,2,0,0,88822,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",23,"Business travel","Eco",2216,4,5,3,5,4,4,3,4,2,3,1,4,4,4,0,0,88932,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",47,"Business travel","Business",2602,1,1,1,1,3,3,4,4,4,4,4,3,4,5,0,0,89075,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",56,"Business travel","Business",2448,3,3,3,3,4,4,4,4,4,5,5,4,4,4,3,4,89169,0.305988372599293,1,0.693147180559945,1.38629436111989
"satisfied","Loyal Customer",39,"Business travel","Business",2224,3,3,3,3,2,4,4,4,4,4,4,5,4,4,1,15,89244,13.2636866128642,14,2.70805020110221,0.693147180559945
"satisfied","Loyal Customer",49,"Business travel","Business",1974,1,1,1,1,3,4,4,4,4,4,4,3,4,3,6,0,89296,-6.63055898779807,-6,-1.94591014905531,1.94591014905531
"satisfied","Loyal Customer",57,"Business travel","Business",1789,4,4,4,4,5,3,4,4,4,4,4,4,4,5,6,0,89377,-6.63055898779807,-6,-1.94591014905531,1.94591014905531
"satisfied","Loyal Customer",58,"Business travel","Eco",1926,4,2,2,2,4,4,4,4,5,3,1,1,4,4,0,0,89486,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",29,"Business travel","Business",2945,1,1,1,1,4,4,4,4,3,1,1,4,1,4,0,5,89526,4.24253573299665,5,1.79175946922805,0
"satisfied","Loyal Customer",47,"Business travel","Business",1486,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0,89542,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",56,"Business travel","Eco Plus",1706,4,4,4,4,4,4,4,4,5,2,5,4,4,4,0,3,89613,2.24253573299665,3,1.38629436111989,0
"satisfied","Loyal Customer",55,"Business travel","Business",3061,2,2,2,2,4,4,5,4,4,4,4,3,4,4,8,0,89675,-8.58825722806297,-8,-2.19722457733622,2.19722457733622
"satisfied","Loyal Customer",23,"Business travel","Business",2145,3,3,3,3,4,4,4,4,5,2,4,3,4,4,0,3,89704,2.24253573299665,3,1.38629436111989,0
"satisfied","Loyal Customer",29,"Business travel","Business",2370,3,3,2,3,4,4,4,4,4,3,3,3,1,4,0,0,89732,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",1224,5,5,5,5,4,4,4,4,4,4,4,5,4,4,22,21,89780,-1.29214490991731,-1,-0.693147180559945,3.13549421592915
"satisfied","Loyal Customer",35,"Business travel","Business",3273,4,4,4,4,3,4,4,4,4,4,4,4,4,3,0,0,89855,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Business",2711,3,3,5,3,4,4,4,4,2,3,5,3,5,4,0,0,89961,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",3685,4,4,4,4,4,5,4,4,4,4,4,5,4,4,0,0,89974,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",38,"Business travel","Business",1004,5,5,5,5,2,2,5,4,4,4,4,4,4,5,0,0,90170,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",23,"Business travel","Business",1770,1,1,1,1,4,4,4,4,3,2,3,2,4,4,0,0,90174,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",3039,2,2,2,2,2,3,4,4,4,4,4,1,4,5,0,0,90462,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",35,"Business travel","Business",2388,2,2,2,2,4,3,1,4,4,4,4,4,4,4,79,69,90511,-9.08654475746713,-10,-2.39789527279837,4.38202663467388
"satisfied","Loyal Customer",47,"Business travel","Business",3197,2,2,2,2,5,5,4,4,4,4,4,3,4,3,2,0,90786,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",46,"Business travel","Business",669,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,0,90835,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",2461,1,1,1,1,3,5,4,4,4,4,4,5,4,4,0,0,91119,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Eco",271,4,3,3,3,2,1,4,4,4,4,4,3,4,3,5,4,91138,-1.65170986766561,-1,-0.693147180559945,1.79175946922805
"satisfied","Loyal Customer",57,"Business travel","Business",2934,2,2,2,2,5,4,4,4,4,4,4,4,4,4,0,0,91234,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",36,"Business travel","Business",533,5,5,5,5,3,1,4,4,4,4,4,2,4,5,46,40,91295,-5.78452379309618,-6,-1.94591014905531,3.85014760171006
"satisfied","Loyal Customer",50,"Business travel","Business",2804,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0,91330,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Business",484,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0,91499,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",37,"Business travel","Eco",1739,4,5,5,5,4,4,4,4,4,5,5,5,4,4,0,0,91746,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",17,"Business travel","Business",1380,4,4,4,4,4,4,4,4,1,1,1,3,1,4,6,0,91767,-6.63055898779807,-6,-1.94591014905531,1.94591014905531
"satisfied","Loyal Customer",36,"Business travel","Eco",1885,4,2,2,2,4,4,4,4,5,4,4,4,5,4,0,0,91808,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",35,"Business travel","Eco",2669,4,3,3,3,4,4,4,4,2,1,2,5,4,4,0,10,91878,9.24253573299665,10,2.39789527279837,0
"satisfied","Loyal Customer",28,"Business travel","Business",1775,1,1,1,1,4,4,4,4,1,3,2,2,4,4,0,0,91940,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",3510,3,3,2,3,3,5,4,4,4,4,4,3,4,5,0,0,92191,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",39,"Business travel","Business",2078,2,2,2,2,3,4,2,4,4,4,4,1,4,3,0,19,92221,18.2425357329967,19,2.99573227355399,0
"satisfied","Loyal Customer",54,"Business travel","Business",280,2,2,2,2,2,5,4,4,4,4,4,2,4,3,0,0,92232,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Business",3470,4,4,4,4,4,4,5,4,4,4,4,3,4,3,4,0,92251,-4.67286074753316,-4,-1.6094379124341,1.6094379124341
"satisfied","Loyal Customer",31,"Business travel","Business",3047,2,2,2,2,4,4,4,4,5,4,5,4,4,4,0,0,92699,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",59,"Business travel","Eco",1076,4,2,2,2,1,4,3,4,4,4,4,1,4,2,0,0,92837,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Business",1848,1,1,1,1,2,4,5,4,4,4,4,4,4,5,0,0,92872,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",1807,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,92876,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Business",2330,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0,93040,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",37,"Business travel","Business",1520,3,3,5,3,4,5,4,4,4,4,4,4,4,5,47,43,93041,-3.76337291322863,-4,-1.6094379124341,3.87120101090789
"satisfied","Loyal Customer",52,"Business travel","Business",1485,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0,93090,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",1405,5,1,5,5,5,4,5,4,4,4,4,4,4,5,0,0,93160,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Business",4392,3,3,3,3,4,4,4,4,5,2,4,3,5,4,0,1,93489,0.242535732996651,1,0.693147180559945,0
"satisfied","Loyal Customer",59,"Business travel","Business",1058,3,3,3,3,4,4,5,4,4,4,4,5,4,5,0,0,93537,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",46,"Business travel","Business",2174,4,5,5,5,3,3,2,4,4,4,4,4,4,2,35,28,93555,-7.0171834716392,-7,-2.07944154167984,3.58351893845611
"dissatisfied","Loyal Customer",51,"Business travel","Eco",351,4,5,5,5,3,1,2,4,4,4,4,2,4,2,0,0,93667,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Eco",561,4,4,4,4,3,3,5,4,4,4,4,1,4,2,0,0,93810,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",49,"Business travel","Business",3193,3,3,2,3,3,4,5,4,4,4,4,5,4,5,0,0,94086,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",45,"Business travel","Eco",2768,4,1,1,1,4,4,4,4,2,5,2,4,3,4,0,7,94433,6.24253573299665,7,2.07944154167984,0
"satisfied","Loyal Customer",39,"Business travel","Business",673,4,4,4,4,2,5,4,4,4,4,4,3,4,3,0,0,94614,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",59,"Business travel","Business",3850,4,4,4,4,5,4,4,4,4,4,4,3,4,5,84,72,94774,-10.9807903581294,-12,-2.56494935746154,4.44265125649032
"satisfied","Loyal Customer",41,"Business travel","Eco",1573,4,3,3,3,4,4,4,4,5,5,5,2,5,4,0,0,94970,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",49,"Business travel","Business",3327,4,5,4,4,2,5,4,4,4,4,4,4,4,3,30,28,94995,-2.12293787097693,-2,-1.09861228866811,3.43398720448515
"satisfied","Loyal Customer",45,"Business travel","Business",500,4,4,4,4,5,5,5,4,4,4,4,5,4,4,60,53,95168,-6.48841147495051,-7,-2.07944154167984,4.11087386417331
"dissatisfied","Loyal Customer",44,"Business travel","Business",2080,4,5,4,5,1,2,3,4,4,4,4,4,4,4,14,2,95182,-12.4613519488577,-12,-2.56494935746154,2.70805020110221
"satisfied","Loyal Customer",48,"Business travel","Business",3904,4,4,4,4,5,4,4,4,4,4,4,3,4,3,9,8,95222,-1.56710634819542,-1,-0.693147180559945,2.30258509299405
"satisfied","Loyal Customer",25,"Business travel","Business",4791,1,1,1,1,4,4,4,4,4,5,5,5,5,4,0,1,95655,0.242535732996651,1,0.693147180559945,0
"satisfied","Loyal Customer",58,"Business travel","Business",396,1,5,1,1,2,4,4,4,4,4,4,4,4,5,7,0,95718,-7.60940810793052,-7,-2.07944154167984,2.07944154167984
"satisfied","Loyal Customer",32,"Business travel","Eco",3727,4,1,1,1,4,4,4,4,1,5,4,2,3,4,0,0,95866,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",59,"Business travel","Business",3644,5,3,5,5,5,5,4,4,4,4,4,3,4,5,0,0,95892,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",2564,2,2,2,2,4,3,2,4,4,4,4,2,4,3,0,0,96176,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",49,"Business travel","Business",2079,5,5,5,5,5,5,4,4,4,4,4,3,4,5,0,0,96268,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",25,"Business travel","Business",4099,3,3,3,3,4,4,4,4,4,3,5,3,2,4,0,0,96381,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",68,"Business travel","Eco Plus",2479,4,3,3,3,4,4,4,4,3,3,4,3,4,4,67,61,96449,-5.34035531587769,-6,-1.94591014905531,4.21950770517611
"dissatisfied","Loyal Customer",66,"Business travel","Eco",2168,4,4,4,4,4,2,3,4,4,4,4,1,4,3,1,0,96489,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",56,"Business travel","Business",2246,3,3,2,3,5,5,4,4,4,4,4,3,4,5,3,0,96679,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"satisfied","Loyal Customer",39,"Business travel","Business",2174,5,5,5,5,2,3,5,4,4,4,4,3,4,5,18,20,96687,1.6232515706125,2,1.09861228866811,2.94443897916644
"satisfied","Loyal Customer",49,"Business travel","Business",1994,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,0,96755,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",60,"Business travel","Business",1975,3,3,3,3,5,4,5,4,4,4,4,3,4,4,107,118,96796,12.5056798788242,11,2.484906649788,4.68213122712422
"dissatisfied","Loyal Customer",60,"Business travel","Eco",605,4,2,2,2,5,3,2,4,4,4,4,1,4,2,0,0,96819,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",1905,2,2,2,2,3,4,4,4,4,4,4,5,4,3,1,6,96833,4.2636866128642,5,1.79175946922805,0.693147180559945
"satisfied","Loyal Customer",35,"Business travel","Business",1625,2,2,2,2,3,4,4,4,4,4,4,4,4,4,2,0,97064,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",57,"Business travel","Eco",1104,4,4,4,4,3,5,3,4,4,4,4,5,4,3,0,0,97313,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",77,"Business travel","Business",1414,4,5,5,5,4,3,2,4,4,4,4,2,4,4,32,24,97381,-8.08063611124184,-8,-2.19722457733622,3.49650756146648
"dissatisfied","Loyal Customer",55,"Business travel","Eco",2373,4,1,1,1,4,4,4,4,1,5,3,4,3,4,10,0,97494,-10.5459554683279,-10,-2.39789527279837,2.39789527279837
"dissatisfied","Loyal Customer",46,"Business travel","Business",1207,4,4,4,4,5,3,3,4,4,4,4,4,4,3,3,0,97581,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"satisfied","Loyal Customer",55,"Business travel","Eco",1537,4,5,5,5,4,4,4,4,3,4,5,1,4,4,0,0,97654,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Business",2250,3,3,3,3,4,4,4,4,5,4,5,4,5,4,1,12,97778,10.2636866128642,11,2.484906649788,0.693147180559945
"satisfied","Loyal Customer",48,"Business travel","Business",2328,5,5,5,5,4,5,4,4,4,4,4,4,4,5,1,0,97828,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",55,"Business travel","Business",3789,5,5,5,5,4,5,5,4,4,4,4,5,4,4,4,2,97959,-2.67286074753316,-2,-1.09861228866811,1.6094379124341
"satisfied","Loyal Customer",25,"Business travel","Business",3637,4,4,4,4,4,4,4,4,3,3,4,4,5,4,28,30,97985,1.83476036928797,2,1.09861228866811,3.36729582998647
"satisfied","Loyal Customer",53,"Business travel","Business",2170,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0,97994,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",28,"Business travel","Business",2751,5,5,5,5,4,4,4,4,4,3,1,2,5,4,0,0,98223,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Business",3111,2,2,2,2,2,5,5,4,4,4,4,3,4,5,0,0,98461,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Business",924,2,2,2,2,3,5,4,4,4,4,4,4,4,4,14,0,98609,-14.4613519488577,-14,-2.70805020110221,2.70805020110221
"satisfied","Loyal Customer",47,"Business travel","Eco",2229,4,2,2,2,4,4,4,4,3,1,3,5,5,4,0,0,98962,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",27,"Business travel","Business",2053,4,4,4,4,4,4,4,4,3,3,4,2,4,4,0,0,99249,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",17,"Business travel","Business",2010,3,4,3,3,4,4,4,4,3,3,3,4,1,4,0,0,99267,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",38,"Business travel","Business",3830,3,3,3,3,5,1,4,4,4,4,4,5,4,3,92,83,99313,-7.81158331918901,-9,-2.30258509299405,4.53259949315326
"satisfied","Loyal Customer",45,"Business travel","Eco",1434,4,1,1,1,4,4,4,4,5,1,4,2,5,4,0,0,99405,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",27,"Business travel","Business",1692,1,1,1,1,4,4,4,4,3,2,2,3,4,4,5,0,99454,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"satisfied","Loyal Customer",42,"Business travel","Business",689,5,5,5,5,3,4,4,4,4,4,4,5,4,4,5,0,99473,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"satisfied","Loyal Customer",45,"Business travel","Eco",2272,4,1,1,1,4,4,4,4,4,2,4,3,2,4,33,34,99583,0.940514768625708,1,0.693147180559945,3.52636052461616
"satisfied","Loyal Customer",40,"Business travel","Business",2469,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0,99643,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",669,1,1,1,1,1,2,2,4,4,4,4,3,4,1,57,70,99661,13.4481358854468,13,2.63905732961526,4.06044301054642
"satisfied","Loyal Customer",17,"Business travel","Business",1997,3,3,2,3,4,4,4,4,3,4,4,3,5,4,5,8,99713,2.34829013233439,3,1.38629436111989,1.79175946922805
"satisfied","Loyal Customer",39,"Business travel","Business",2096,2,2,2,2,5,4,4,4,4,4,4,5,4,4,0,0,100174,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",26,"Business travel","Business",4301,1,1,1,1,4,4,4,4,4,4,1,4,4,4,0,0,100268,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",56,"Business travel","Business",497,3,3,3,3,1,4,4,4,4,4,4,5,4,4,0,0,100426,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",51,"Business travel","Business",3135,4,4,4,4,4,5,4,4,4,4,4,5,4,3,11,8,100431,-3.52480458846033,-3,-1.38629436111989,2.484906649788
"dissatisfied","Loyal Customer",39,"Business travel","Eco",1622,4,4,4,4,4,4,4,4,1,5,3,4,4,4,0,0,100541,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",61,"Business travel","Business",2368,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0,100657,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",38,"Business travel","Eco",2596,4,3,3,3,4,4,4,4,2,5,3,2,3,4,13,8,100706,-5.48250282872523,-5,-1.79175946922805,2.63905732961526
"satisfied","Loyal Customer",36,"Business travel","Eco",2627,4,4,4,4,4,4,4,4,2,3,2,3,2,4,0,0,100911,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",36,"Business travel","Eco",1970,4,3,3,3,4,4,4,2,4,3,4,4,3,4,169,155,100931,-11.1829655693878,-14,-2.70805020110221,5.13579843705026
"satisfied","Loyal Customer",36,"Business travel","Eco",1227,4,4,4,4,4,4,4,4,3,2,1,1,2,4,0,0,100942,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",39,"Business travel","Business",2386,5,5,3,5,3,3,3,4,4,4,4,1,4,5,0,0,100971,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",2101,4,4,4,4,2,1,5,4,4,4,4,4,4,2,28,20,101065,-8.16523963071203,-8,-2.19722457733622,3.36729582998647
"dissatisfied","Loyal Customer",38,"Business travel","Business",1610,4,1,1,1,2,4,4,4,4,4,4,3,4,4,17,12,101212,-5.39789930925505,-5,-1.79175946922805,2.89037175789616
"satisfied","Loyal Customer",32,"Business travel","Eco",2073,4,4,4,4,4,4,4,4,3,4,3,4,4,4,0,0,101365,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",3865,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0,101424,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",1820,3,3,3,3,2,2,5,4,4,4,4,3,4,4,0,0,101549,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",3574,4,4,4,4,4,4,5,4,4,4,4,5,4,4,25,18,101597,-7.22869227031467,-7,-2.07944154167984,3.25809653802148
"satisfied","Loyal Customer",44,"Business travel","Business",294,3,3,3,3,5,5,5,4,4,4,4,4,4,5,23,20,101670,-3.27099403004976,-3,-1.38629436111989,3.17805383034795
"satisfied","Loyal Customer",55,"Business travel","Business",256,4,4,4,4,3,4,4,4,4,4,4,3,4,4,7,1,101889,-6.60940810793052,-6,-1.94591014905531,2.07944154167984
"satisfied","Loyal Customer",41,"Business travel","Business",242,2,2,2,2,2,5,5,4,4,4,4,3,4,5,0,2,101940,1.24253573299665,2,1.09861228866811,0
"satisfied","Loyal Customer",50,"Business travel","Business",2904,3,3,5,3,3,5,5,4,4,4,4,4,4,4,88,79,101992,-7.8961868386592,-9,-2.30258509299405,4.48863636973214
"dissatisfied","Loyal Customer",72,"Business travel","Eco",391,4,3,3,3,1,3,3,4,4,4,4,4,4,4,0,0,102147,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",36,"Business travel","Business",2349,3,3,3,3,2,5,4,4,4,4,4,5,4,4,0,0,102295,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",1818,5,5,5,5,3,5,4,4,4,4,4,3,4,5,0,0,102468,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Business",1589,4,4,4,4,5,5,5,4,4,4,4,3,4,5,3,1,102606,-2.69401162740071,-2,-1.09861228866811,1.38629436111989
"satisfied","Loyal Customer",60,"Business travel","Business",1601,2,2,2,2,4,5,5,4,4,4,4,4,4,4,1,0,102851,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",29,"Business travel","Business",4547,3,4,3,3,4,4,4,4,5,2,2,1,3,4,0,0,103078,-0.757464267003349,0,0,0
