"satisfaction","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Seat.comfort","Departure.Arrival.time.convenient","Food.and.drink","Gate.location","Inflight.wifi.service","Inflight.entertainment","Online.support","Ease.of.Online.booking","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Cleanliness","Online.boarding","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","structural_zero_flag","ArrivalDelay.Residual"
"satisfied","Loyal Customer",62,"Business travel","Business",3007,2,2,2,2,5,4,4,4,4,4,4,4,4,4,0,7,FALSE,6.24253573299665
"satisfied","Loyal Customer",48,"Business travel","Business",455,1,1,1,1,5,2,1,4,4,4,4,5,4,4,4,0,FALSE,-4.67286074753316
"satisfied","Loyal Customer",38,"Business travel","Eco Plus",2105,4,3,3,3,4,4,4,4,3,2,5,4,2,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Eco",2129,4,3,3,3,4,4,4,4,5,4,1,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Business",393,4,3,4,4,5,4,4,4,4,4,4,3,4,3,14,14,FALSE,-0.461351948857687
"satisfied","Loyal Customer",43,"Business travel","Business",3528,1,1,1,1,4,5,5,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",31,"Business travel","Business",1772,3,3,3,3,4,4,4,4,5,2,5,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Business",291,2,2,2,2,5,4,4,4,4,4,4,5,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",2381,3,3,3,3,4,4,4,4,4,4,4,3,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",52,"Business travel","Business",2473,2,2,2,2,2,5,5,4,4,4,4,3,4,5,0,4,FALSE,3.24253573299665
"satisfied","Loyal Customer",16,"Business travel","Business",2794,2,2,2,2,4,4,4,4,4,2,4,3,4,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",60,"Business travel","Eco",1832,4,3,3,3,4,4,4,4,2,1,3,3,4,4,7,0,FALSE,-7.60940810793052
"satisfied","Loyal Customer",35,"Business travel","Business",1718,4,4,4,4,5,4,4,4,4,4,4,3,4,3,7,0,FALSE,-7.60940810793052
"satisfied","Loyal Customer",28,"Business travel","Business",2898,4,4,4,4,4,4,4,4,4,5,4,5,4,4,22,2,FALSE,-20.2921449099173
"satisfied","Loyal Customer",46,"Business travel","Business",1551,2,2,2,2,3,4,5,4,4,4,4,4,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",60,"Business travel","Business",1534,5,5,5,5,2,4,5,4,4,4,4,4,4,4,1,0,FALSE,-1.7363133871358
"satisfied","Loyal Customer",49,"Business travel","Business",1509,4,4,2,4,4,4,5,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",13,"Business travel","Business",3404,4,1,1,1,4,4,4,4,2,3,3,2,4,4,0,16,FALSE,15.2425357329967
"satisfied","Loyal Customer",53,"Business travel","Business",1472,4,4,4,4,2,4,5,4,4,4,4,5,4,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",56,"Business travel","Eco",1768,4,1,1,1,1,2,3,4,4,4,4,1,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",26,"Business travel","Business",2906,4,4,1,4,4,4,4,4,3,1,4,4,5,4,9,0,FALSE,-9.56710634819542
"satisfied","Loyal Customer",55,"Business travel","Business",4165,3,1,3,3,4,4,5,4,4,4,4,4,4,4,130,127,FALSE,-1.0078498842222
"satisfied","Loyal Customer",33,"Business travel","Business",1880,2,2,2,2,4,4,4,4,2,5,3,5,4,4,14,2,FALSE,-12.4613519488577
"satisfied","Loyal Customer",51,"Business travel","Business",1027,1,1,1,1,2,5,4,4,4,4,4,3,4,4,4,0,FALSE,-4.67286074753316
"satisfied","Loyal Customer",59,"Business travel","Business",984,1,1,5,1,3,5,5,4,4,4,4,3,4,5,6,0,FALSE,-6.63055898779807
"satisfied","Loyal Customer",39,"Business travel","Business",968,2,2,5,2,4,5,5,4,4,4,4,4,4,4,40,30,FALSE,-9.91142907230146
"satisfied","Loyal Customer",48,"Business travel","Eco Plus",1571,4,1,1,1,4,4,4,4,4,4,5,3,2,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",33,"Business travel","Business",3178,3,3,3,3,4,4,4,4,3,3,4,5,5,4,9,0,FALSE,-9.56710634819542
"satisfied","Loyal Customer",27,"Business travel","Business",4860,2,2,2,2,4,4,4,4,3,3,4,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",2123,4,4,4,4,2,4,4,4,4,4,4,3,4,5,29,21,FALSE,-8.14408875084448
"satisfied","Loyal Customer",60,"Business travel","Business",739,1,1,1,1,4,4,5,4,4,4,4,5,4,3,5,0,FALSE,-5.65170986766561
"dissatisfied","Loyal Customer",46,"Business travel","Eco",307,4,4,4,4,3,4,4,4,4,4,4,2,4,2,17,12,FALSE,-5.39789930925505
"satisfied","Loyal Customer",52,"Business travel","Business",2181,3,3,3,3,2,5,4,4,4,4,4,5,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Business",3593,5,5,5,5,5,4,5,4,4,4,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Business",2052,3,3,3,3,4,4,4,4,4,3,5,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",15,"Business travel","Business",5505,5,5,5,5,4,4,4,4,4,3,4,3,5,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",44,"Business travel","Eco",248,4,2,2,2,5,3,3,4,4,4,4,1,4,2,0,6,FALSE,5.24253573299665
"satisfied","Loyal Customer",40,"Business travel","Business",3045,1,1,4,1,3,3,2,4,4,4,4,5,4,1,1,17,FALSE,15.2636866128642
"satisfied","Loyal Customer",54,"Business travel","Business",3284,2,2,2,2,4,5,5,4,4,4,4,4,4,3,108,80,FALSE,-26.4731692413083
"dissatisfied","Loyal Customer",43,"Business travel","Eco",470,4,2,2,2,2,3,4,4,4,4,4,2,4,4,34,30,FALSE,-4.03833435150674
"satisfied","Loyal Customer",38,"Business travel","Business",602,1,1,5,1,1,2,5,4,4,4,4,5,4,3,20,16,FALSE,-4.3344466696524
"satisfied","Loyal Customer",29,"Business travel","Business",1509,5,5,5,5,4,4,4,4,5,5,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",42,"Business travel","Eco Plus",619,4,3,1,1,1,3,2,4,4,4,4,1,4,3,3,0,FALSE,-3.69401162740071
"satisfied","Loyal Customer",41,"Business travel","Eco",2105,4,4,2,4,4,4,4,4,5,1,3,3,1,4,14,19,FALSE,4.53864805114231
"satisfied","Loyal Customer",40,"Business travel","Business",1943,2,2,4,2,2,5,4,4,4,4,4,4,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Eco",3988,4,4,4,4,4,4,4,4,5,2,5,1,5,4,22,1,FALSE,-21.2921449099173
"dissatisfied","Loyal Customer",25,"Business travel","Business",1405,4,1,1,1,4,4,4,4,3,3,3,2,3,4,0,10,FALSE,9.24253573299665
"satisfied","Loyal Customer",44,"Business travel","Business",2580,2,2,2,2,2,4,5,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Eco",1153,4,4,2,4,4,4,4,4,1,5,4,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",33,"Business travel","Business",3270,1,1,1,1,4,4,4,4,5,5,5,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",1969,5,2,5,5,2,5,5,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",41,"Business travel","Business",1851,4,2,2,2,2,3,3,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",344,1,1,4,1,4,4,4,4,4,4,4,3,4,3,17,31,FALSE,13.602100690745
"dissatisfied","Loyal Customer",32,"Business travel","Eco",2439,4,1,1,1,4,4,4,4,4,2,2,4,2,4,17,17,FALSE,-0.397899309255045
"satisfied","Loyal Customer",50,"Business travel","Business",1984,4,4,4,4,2,5,4,4,4,4,4,5,4,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",31,"Business travel","Eco Plus",4155,4,3,3,3,4,4,4,3,2,4,3,4,1,4,0,30,FALSE,29.2425357329967
"satisfied","Loyal Customer",31,"Business travel","Eco",1491,4,4,4,4,4,4,4,4,2,1,1,3,2,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",42,"Business travel","Business",2541,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",60,"Business travel","Business",323,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Business",4007,1,1,4,1,3,4,5,4,4,4,4,3,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Eco",3860,4,2,5,2,4,4,4,4,4,5,2,4,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",59,"Business travel","Business",3104,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",48,"Business travel","Business",3104,1,1,1,1,3,1,2,4,4,4,4,4,4,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",62,"Business travel","Eco",2545,4,5,5,5,4,4,4,2,1,3,4,4,5,4,144,122,FALSE,-19.7117375660765
"satisfied","Loyal Customer",44,"Business travel","Business",2115,2,2,2,2,5,3,4,4,4,4,4,3,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",1959,4,4,4,4,3,3,4,4,4,4,4,5,4,4,0,3,FALSE,2.24253573299665
"satisfied","Loyal Customer",57,"Business travel","Business",1801,2,2,2,2,3,5,5,4,4,4,4,3,4,5,0,12,FALSE,11.2425357329967
"satisfied","Loyal Customer",41,"Business travel","Business",3547,3,3,2,3,4,4,4,3,4,3,5,4,4,4,145,124,FALSE,-18.690586686209
"satisfied","Loyal Customer",49,"Business travel","Business",1746,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",58,"Business travel","Eco",311,4,4,4,4,4,3,2,4,4,4,4,1,4,5,3,5,FALSE,1.30598837259929
"satisfied","Loyal Customer",56,"Business travel","Eco",3036,4,1,1,1,4,4,4,4,3,3,2,2,4,4,0,4,FALSE,3.24253573299665
"satisfied","Loyal Customer",56,"Business travel","Eco",962,4,3,3,3,4,4,4,4,5,4,1,4,1,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",44,"Business travel","Business",3085,5,5,5,5,4,4,4,4,4,5,5,4,5,4,149,108,FALSE,-38.6059831667388
"satisfied","Loyal Customer",28,"Business travel","Business",2436,3,3,3,3,4,4,4,4,4,4,5,4,4,4,15,0,FALSE,-15.4402010689901
"dissatisfied","Loyal Customer",50,"Business travel","Eco Plus",1120,4,5,5,5,4,4,4,4,2,5,4,2,4,4,9,22,FALSE,12.4328936518046
"satisfied","Loyal Customer",45,"Business travel","Business",3138,3,3,3,3,1,1,3,4,4,4,4,3,4,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",49,"Business travel","Eco",1175,4,5,5,5,1,2,2,4,4,4,4,3,4,5,0,12,FALSE,11.2425357329967
"satisfied","Loyal Customer",57,"Business travel","Business",884,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",37,"Business travel","Business",3937,4,3,3,3,1,3,4,4,4,4,4,3,4,2,69,34,FALSE,-34.2980535561426
"dissatisfied","Loyal Customer",48,"Business travel","Eco",1470,4,2,2,2,4,4,4,4,3,3,4,1,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Eco Plus",1379,4,4,4,4,4,4,4,4,5,3,4,4,4,4,20,8,FALSE,-12.3344466696524
"satisfied","Loyal Customer",8,"Business travel","Business",3550,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",3143,4,4,4,4,2,2,3,4,4,4,4,1,4,1,0,13,FALSE,12.2425357329967
"dissatisfied","Loyal Customer",59,"Business travel","Business",581,4,5,5,5,4,4,4,4,4,4,4,1,4,3,11,0,FALSE,-11.5248045884603
"satisfied","Loyal Customer",38,"Business travel","Business",4008,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",41,"Business travel","Eco Plus",1624,4,3,4,3,4,4,4,4,2,5,4,2,3,4,21,19,FALSE,-2.31329578978486
"satisfied","Loyal Customer",23,"Business travel","Business",1570,5,5,5,5,4,4,4,4,3,5,4,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",46,"Business travel","Business",534,3,3,5,3,3,5,4,4,4,4,4,4,4,4,11,4,FALSE,-7.52480458846033
"satisfied","Loyal Customer",40,"Business travel","Eco",1861,4,1,1,1,4,4,4,4,2,5,2,1,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Eco Plus",1456,4,4,4,4,4,4,4,4,4,5,2,3,1,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",58,"Business travel","Business",3206,2,2,2,2,3,5,4,4,4,4,4,5,4,3,14,4,FALSE,-10.4613519488577
"dissatisfied","Loyal Customer",50,"Business travel","Business",3788,4,4,4,4,5,4,3,4,4,4,4,1,4,1,3,4,FALSE,0.305988372599293
"satisfied","Loyal Customer",57,"Business travel","Business",3359,1,1,1,1,2,5,5,4,4,4,4,3,4,5,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",35,"Business travel","Eco Plus",1436,4,4,4,4,4,4,4,4,1,3,4,3,4,4,9,6,FALSE,-3.56710634819542
"satisfied","Loyal Customer",61,"Business travel","Business",1942,4,4,4,4,4,5,5,4,4,4,4,4,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",26,"Business travel","Business",5159,4,5,4,4,4,4,4,4,5,2,4,4,4,4,20,25,FALSE,4.6655533303476
"dissatisfied","Loyal Customer",42,"Business travel","Business",328,4,5,5,5,1,4,3,4,4,4,4,4,4,3,13,6,FALSE,-7.48250282872523
"satisfied","Loyal Customer",57,"Business travel","Business",323,4,2,4,4,5,4,5,4,4,4,4,3,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",44,"Business travel","Business",322,3,3,3,3,2,5,4,4,4,4,4,5,4,5,2,0,FALSE,-2.71516250726825
"dissatisfied","Loyal Customer",70,"Business travel","Business",304,4,5,4,5,3,4,3,4,4,4,4,4,4,4,80,72,FALSE,-7.06539387759957
"satisfied","Loyal Customer",58,"Business travel","Business",1893,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",24,"Business travel","Eco",2192,4,4,4,4,4,4,4,4,2,3,4,2,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",226,3,3,4,3,3,2,3,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",54,"Business travel","Business",1560,2,2,2,2,2,4,4,4,4,4,4,3,4,5,59,70,FALSE,11.4904376451819
"satisfied","Loyal Customer",43,"Business travel","Business",2277,5,5,5,5,4,4,4,5,3,5,5,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",50,"Business travel","Business",1764,4,4,4,4,2,3,4,4,4,4,4,3,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",54,"Business travel","Business",1759,1,1,1,1,4,3,4,4,4,4,4,5,4,5,9,10,FALSE,0.432893651804577
"satisfied","Loyal Customer",45,"Business travel","Business",1553,1,1,1,1,4,4,5,4,4,4,4,5,4,4,17,15,FALSE,-2.39789930925505
"satisfied","Loyal Customer",28,"Business travel","Business",3469,2,2,4,2,4,4,4,4,5,3,4,4,4,4,111,100,FALSE,-9.40971660170561
"satisfied","Loyal Customer",49,"Business travel","Business",3558,4,4,4,4,1,1,4,4,4,4,4,5,4,1,34,24,FALSE,-10.0383343515067
"satisfied","Loyal Customer",60,"Business travel","Business",763,2,2,2,2,5,5,5,4,4,4,4,4,4,4,14,17,FALSE,2.53864805114231
"satisfied","Loyal Customer",34,"Business travel","Business",2468,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0,9,FALSE,8.24253573299665
"satisfied","Loyal Customer",43,"Business travel","Business",468,2,2,2,2,5,5,4,4,4,4,4,5,4,4,18,15,FALSE,-3.3767484293875
"satisfied","Loyal Customer",40,"Business travel","Eco",1680,4,2,2,2,4,4,4,4,1,2,4,2,2,4,2,0,FALSE,-2.71516250726825
"satisfied","Loyal Customer",39,"Business travel","Eco",1858,4,5,5,5,4,4,4,4,4,5,1,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",2195,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,3,FALSE,2.24253573299665
"satisfied","Loyal Customer",48,"Business travel","Business",1686,1,1,1,1,5,5,4,4,4,4,4,3,4,3,51,36,FALSE,-14.6787693937584
"satisfied","Loyal Customer",38,"Business travel","Eco",1796,4,1,1,1,4,4,4,4,3,2,4,4,4,4,11,1,FALSE,-10.5248045884603
"satisfied","Loyal Customer",63,"Business travel","Business",424,4,4,2,4,2,4,4,4,4,4,4,4,4,5,13,24,FALSE,10.5174971712748
"satisfied","Loyal Customer",55,"Business travel","Business",2379,4,4,4,4,3,4,5,4,4,4,4,5,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",59,"Business travel","Business",3301,2,2,2,2,5,4,4,4,4,4,4,3,4,4,29,24,FALSE,-5.14408875084448
"satisfied","Loyal Customer",45,"Business travel","Business",3716,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",33,"Business travel","Business",3421,4,4,4,4,5,4,5,4,4,4,4,5,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",36,"Business travel","Business",3149,1,1,1,1,4,5,4,3,3,4,5,4,3,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",22,"Business travel","Eco",1766,4,4,4,4,4,4,5,4,4,3,3,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",48,"Business travel","Business",97,4,4,4,4,3,5,5,4,4,4,5,5,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",52,"Business travel","Business",135,4,4,4,4,2,2,1,4,4,4,5,4,4,2,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",52,"Business travel","Business",228,5,5,5,5,3,5,4,4,4,4,5,5,4,3,0,6,FALSE,5.24253573299665
"satisfied","Loyal Customer",50,"Business travel","Business",3999,1,1,5,1,1,5,2,4,4,4,5,3,4,4,0,3,FALSE,2.24253573299665
"satisfied","Loyal Customer",56,"Business travel","Business",3859,3,3,3,3,4,5,4,5,5,4,5,4,5,3,0,13,FALSE,12.2425357329967
"satisfied","Loyal Customer",43,"Business travel","Business",352,5,5,3,5,3,4,5,5,5,4,5,5,5,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",61,"Business travel","Business",3658,1,1,1,1,4,5,5,5,5,4,5,3,5,3,0,7,FALSE,6.24253573299665
"satisfied","Loyal Customer",24,"Business travel","Business",2258,1,1,2,1,5,4,5,5,3,4,4,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",48,"Business travel","Eco",525,4,4,4,4,3,5,1,5,5,4,5,3,5,2,4,0,FALSE,-4.67286074753316
"satisfied","Loyal Customer",57,"Business travel","Business",714,1,1,5,1,2,4,5,5,5,4,5,4,5,5,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",35,"Business travel","Eco",2404,5,3,3,3,5,4,5,5,2,1,1,4,2,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",44,"Business travel","Business",2275,4,4,4,4,3,4,5,5,5,4,5,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",16,"Business travel","Business",3089,1,1,1,1,5,4,5,5,4,3,5,5,4,5,0,1,FALSE,0.242535732996651
"satisfied","Loyal Customer",46,"Business travel","Business",3511,2,2,2,2,3,5,4,5,5,4,5,5,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",49,"Business travel","Eco",2216,4,5,5,5,5,4,5,5,5,5,3,3,3,5,0,3,FALSE,2.24253573299665
"dissatisfied","Loyal Customer",79,"Business travel","Business",2768,5,1,1,1,4,4,4,5,5,4,5,2,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Eco",1183,4,5,5,5,5,4,5,5,1,1,1,3,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",31,"Business travel","Business",1768,4,4,3,4,5,4,5,5,5,3,4,5,4,5,0,5,FALSE,4.24253573299665
"satisfied","Loyal Customer",43,"Business travel","Business",3193,3,3,3,3,2,5,4,5,5,4,5,4,5,3,6,0,FALSE,-6.63055898779807
"satisfied","Loyal Customer",40,"Business travel","Business",1749,5,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5,FALSE,3.2636866128642
"satisfied","Loyal Customer",43,"Business travel","Business",2352,5,5,5,5,3,5,4,5,5,4,5,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Business",2473,3,3,5,3,5,3,3,4,1,4,5,3,4,3,133,140,FALSE,9.05560275538043
"satisfied","Loyal Customer",41,"Business travel","Business",73,5,5,5,5,3,2,4,4,4,5,3,4,4,2,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",22,"Business travel","Eco",1962,5,1,1,1,5,5,3,5,3,2,2,3,1,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",53,"Business travel","Business",90,4,4,4,4,2,3,1,5,5,5,3,5,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",1586,4,4,4,4,4,4,4,4,4,5,4,3,4,3,0,19,FALSE,18.2425357329967
"satisfied","Loyal Customer",19,"Business travel","Business",2396,3,3,4,3,4,5,4,4,5,4,4,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",30,"Business travel","Business",2765,1,1,1,1,4,5,4,4,5,3,5,5,5,4,2,0,FALSE,-2.71516250726825
"satisfied","Loyal Customer",50,"Business travel","Business",1532,5,5,5,5,3,5,4,4,4,5,4,4,4,3,1,0,FALSE,-1.7363133871358
"satisfied","Loyal Customer",52,"Business travel","Business",1342,1,1,1,1,3,4,5,4,4,5,4,3,4,5,7,8,FALSE,0.390591892069482
"satisfied","Loyal Customer",48,"Business travel","Business",1776,2,2,2,2,3,5,5,4,4,5,4,5,4,4,0,9,FALSE,8.24253573299665
"satisfied","Loyal Customer",34,"Business travel","Business",2464,5,5,5,5,1,1,4,4,4,5,4,5,4,3,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",50,"Business travel","Business",2325,5,5,5,5,2,4,5,4,4,5,4,3,4,3,2,4,FALSE,1.28483749273175
"satisfied","Loyal Customer",50,"Business travel","Business",2834,4,4,5,4,2,4,5,4,4,5,4,4,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",1663,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,FALSE,3.28483749273175
"satisfied","Loyal Customer",37,"Business travel","Business",2540,1,1,1,1,1,2,4,4,4,5,4,1,4,3,7,0,FALSE,-7.60940810793052
"satisfied","Loyal Customer",40,"Business travel","Business",3012,5,5,5,5,5,4,4,5,5,5,4,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",54,"Business travel","Business",2522,4,4,4,4,3,5,4,5,5,5,4,4,5,4,0,3,FALSE,2.24253573299665
"satisfied","Loyal Customer",33,"Business travel","Business",4614,2,2,2,2,5,5,4,5,5,2,5,3,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",28,"Business travel","Business",4965,2,2,2,2,5,5,4,5,3,5,1,3,1,5,59,59,FALSE,0.490437645181932
"satisfied","Loyal Customer",58,"Business travel","Business",4022,4,4,4,4,4,5,5,5,5,5,4,5,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",56,"Business travel","Business",2991,4,4,4,4,2,4,5,5,5,5,4,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",62,"Business travel","Business",82,2,2,2,2,3,3,5,5,5,5,4,5,5,2,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",56,"Business travel","Business",3886,3,3,3,3,4,4,4,5,5,5,4,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",54,"Business travel","Business",236,4,4,4,4,5,5,5,5,5,5,4,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Business",243,1,1,1,1,5,5,5,5,5,5,4,5,5,5,0,10,FALSE,9.24253573299665
"satisfied","Loyal Customer",43,"Business travel","Business",2931,4,4,3,4,5,2,2,5,5,5,4,1,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Business",225,5,5,5,5,2,4,5,5,5,5,4,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",36,"Business travel","Business",266,2,2,2,2,3,4,5,5,5,5,4,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Business",2483,4,4,3,4,5,5,4,5,5,5,5,2,5,4,8,0,FALSE,-8.58825722806297
"satisfied","Loyal Customer",53,"Business travel","Business",2466,2,2,2,2,2,5,5,5,5,5,5,5,5,4,1,0,FALSE,-1.7363133871358
"satisfied","Loyal Customer",59,"Business travel","Eco",796,5,3,3,3,5,5,4,5,5,5,5,4,5,3,14,8,FALSE,-6.46135194885769
"satisfied","Loyal Customer",31,"Business travel","Business",2793,5,5,4,5,5,5,5,5,4,3,3,4,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",53,"Business travel","Business",1171,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",49,"Business travel","Eco",671,5,4,4,4,1,3,3,5,5,5,5,2,5,4,21,27,FALSE,5.68670421021514
"satisfied","Loyal Customer",43,"Business travel","Eco Plus",2616,5,1,1,1,5,5,5,5,5,2,3,4,3,5,118,100,FALSE,-16.2616604426328
"satisfied","Loyal Customer",57,"Business travel","Business",578,1,1,1,1,4,4,5,5,5,5,5,3,5,4,19,20,FALSE,0.644402450480049
"satisfied","Loyal Customer",52,"Business travel","Business",565,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",28,"Business travel","Business",2221,4,4,4,4,5,5,5,5,4,3,5,4,4,5,0,18,FALSE,17.2425357329967
"satisfied","Loyal Customer",42,"Business travel","Business",544,1,1,1,1,3,4,1,5,5,5,5,3,5,1,0,15,FALSE,14.2425357329967
"satisfied","Loyal Customer",41,"Business travel","Eco",2528,5,5,5,5,5,5,5,5,5,5,1,2,2,5,0,0,FALSE,-0.757464267003349
